source_capture_id,proof_intake_id,route,candidate_segment_bundle_id,state_scope,source_artifact_reference,source_artifact_type,capture_status,evidence_acceptance_status,capture_blocker,blocked_claims_before,blocked_claims_after,blocker_delta,next_artifact,validation_status
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBAB11FF37E74DA,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBAB11FF37E74DA,I295,US.HWYBUNDLE.BCBAB11FF37E74DA,FL,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBE8A1FF3821B6C,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBE8A1FF3821B6C,I295,US.HWYBUNDLE.BCBE8A1FF3821B6C,GA,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26E1FF39294E2,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26E1FF39294E2,I295,US.HWYBUNDLE.BCD26E1FF39294E2,MA,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26A1FF3928E16,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26A1FF3928E16,I295,US.HWYBUNDLE.BCD26A1FF3928E16,ME,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD64B1FF3964240,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD64B1FF3964240,I295,US.HWYBUNDLE.BCD64B1FF3964240,NJ,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD65E1FF3966289,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD65E1FF3966289,I295,US.HWYBUNDLE.BCD65E1FF3966289,NY,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCDCA21FF39B41C3,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCDCA21FF39B41C3,I295,US.HWYBUNDLE.BCDCA21FF39B41C3,PA,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCE7541FF3A4C4BE,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCE7541FF3A4C4BE,I295,US.HWYBUNDLE.BCE7541FF3A4C4BE,SC,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCF1861FF3AD6E39,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCF1861FF3AD6E39,I295,US.HWYBUNDLE.BCF1861FF3AD6E39,VA,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
T2STITCHEDSOURCE-T2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4BUSHWYBUNDLE151E853156D7ED4B,T2STITCHEDPROOF-T2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4BUSHWYBUNDLE151E853156D7ED4B,I664,US.HWYBUNDLE.151E853156D7ED4B,NC,source-needed,manual-or-cached-route-geometry,source-needed,not-reviewed,manual or cached DOT route-geometry source artifact has not been attached,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/national-segment-registry.csv,review
