review_id,decision_id,target_id,route,segment_bundle_id,decision,binding_status,bundle_status,service_class,repair_class,repair_action,evidence_artifact,service_repair_class,evidence_status,blocker_claims_before,blocker_claims_after,blocker_count_before,blocker_count_after,claim_blocker_delta,next_artifact,validation_status
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,I110,US.HWYBUNDLE.D6B01122CB05A1BA,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;sla;transit;upgrade,game;incident;publication;sla;transit;upgrade,6,6,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,I195,US.HWYBUNDLE.F09BBE026AC0506F,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,I205,US.HWYBUNDLE.23CC0D7CE82B5A66,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,I220,US.HWYBUNDLE.3940FBF995BBBC72,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,I225,US.HWYBUNDLE.04673225D03E1ABF,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,I240,US.HWYBUNDLE.A6BC2D367A84A052,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,I264,US.HWYBUNDLE.394EF7F995C7F302,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,I270,US.HWYBUNDLE.3951F9F995CA2C3F,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,I275,US.HWYBUNDLE.3951F4F995CA23C0,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,I295,US.HWYBUNDLE.BCBAB11FF37E74DA,held,service-class-held-known,needs-stitched-members,unclassified,stitched-member,stitch-member-segments-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,I37,US.HWYBUNDLE.9CCA86DC1043AB18,repair-needed,bundle-bound-review,needs-stop-chain,compact-service,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/national-segment-registry.csv,not-service-class,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEC1E1B532E4FE8371,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEC1E1B532E4FE8371,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEC1E1B532E4FE8371,I610,US.HWYBUNDLE.C1E1B532E4FE8371,held,service-class-held-known,needs-terminal-stop,unclassified,terminal-stop,author-terminal-stop-before-bundle-pass,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE174D6918A9C2A6B2,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE174D6918A9C2A6B2,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE174D6918A9C2A6B2,I635,US.HWYBUNDLE.174D6918A9C2A6B2,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4B,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4B,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4B,I664,US.HWYBUNDLE.151E853156D7ED4B,held,service-class-held-known,needs-stitched-members,unclassified,stitched-member,stitch-member-segments-before-bundle-pass,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE5BC12763752E2BEA,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE5BC12763752E2BEA,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE5BC12763752E2BEA,I680,US.HWYBUNDLE.5BC12763752E2BEA,held,service-class-held-known,bundle-ready,unclassified,service-class,repair-service-class-before-game-overlay,data/t3-t4-pressure-intake.csv,local-zone,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
T2GAMEOPSBUNDLEEVIDENCEREVIEW-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE172214B51AB61796,T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE172214B51AB61796,T2OVERLAYREPAIR-T2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE172214B51AB61796,US2,US.HWYBUNDLE.172214B51AB61796,held,service-class-held-known,needs-stop-chain,unclassified,stop-chain,author-or-demote-stop-chain-before-bundle-pass,data/game/t2-service-overlays.csv,service-overlay,downstream-evidence-bound-blocker-preserved,game;incident;publication;upgrade,game;incident;publication;upgrade,4,4,0,data/t2-game-ops-bundle-evidence-policy.csv,review
