decision_id,intake_id,subject_id,segment_bundle_id,route,service_class,bundle_status,binding_status,decision,decision_reason,blocks_claims,next_artifact,validation_status
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,US.HWYBUNDLE.D6B01122CB05A1BA,US.HWYBUNDLE.D6B01122CB05A1BA,I110,unclassified,bundle-ready,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;sla;transit;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,US.HWYBUNDLE.F09BBE026AC0506F,US.HWYBUNDLE.F09BBE026AC0506F,I195,unclassified,bundle-ready,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,US.HWYBUNDLE.23CC0D7CE82B5A66,US.HWYBUNDLE.23CC0D7CE82B5A66,I205,unclassified,bundle-ready,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,US.HWYBUNDLE.3940FBF995BBBC72,US.HWYBUNDLE.3940FBF995BBBC72,I220,unclassified,needs-stop-chain,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,US.HWYBUNDLE.04673225D03E1ABF,US.HWYBUNDLE.04673225D03E1ABF,I225,unclassified,bundle-ready,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,US.HWYBUNDLE.A6BC2D367A84A052,US.HWYBUNDLE.A6BC2D367A84A052,I240,unclassified,bundle-ready,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,US.HWYBUNDLE.394EF7F995C7F302,US.HWYBUNDLE.394EF7F995C7F302,I264,unclassified,needs-stop-chain,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,US.HWYBUNDLE.3951F9F995CA2C3F,US.HWYBUNDLE.3951F9F995CA2C3F,I270,unclassified,needs-stop-chain,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,US.HWYBUNDLE.3951F4F995CA23C0,US.HWYBUNDLE.3951F4F995CA23C0,I275,unclassified,needs-stop-chain,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,US.HWYBUNDLE.BCBAB11FF37E74DA,US.HWYBUNDLE.BCBAB11FF37E74DA,I295,unclassified,needs-stitched-members,service-class-held-known,held,service class overlay is missing or held,game;incident;publication;upgrade,data/game/t2-service-overlays.csv,review
T2GAMEOPSDECISION-T2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,US.HWYBUNDLE.9CCA86DC1043AB18,US.HWYBUNDLE.9CCA86DC1043AB18,I37,compact-service,needs-stop-chain,bundle-bound-review,repair-needed,bundle id exists but bundle validation remains under review,game;incident;publication;upgrade,data/national-segment-bundles.csv,review
