hierarchy_id,from_node,to_node,from_label,to_label,from_lon,from_lat,to_lon,to_lat,candidate_tier,service_role,need_class,readiness_basis,evidence_label,claim_boundary
CAN-HIER-T1-001,YVR,CGY,Vancouver,Calgary,-123.12,49.28,-114.07,51.05,T1,national spine,Pacific gateway to western inland distribution,road_graph_parse_ready_candidate;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T1-002,CGY,WPG,Calgary,Winnipeg,-114.07,51.05,-97.14,49.90,T1,national spine,Prairie reliability and inland freight continuity,road_graph_parse_ready_candidate;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T1-003,WPG,TOR,Winnipeg,Toronto,-97.14,49.90,-79.38,43.65,T1,national spine,Long-haul cross-country freight and market access,road_graph_parse_ready_candidate;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T1-004,TOR,MTL,Toronto,Montreal,-79.38,43.65,-73.57,45.50,T1,national spine,Great Lakes and St. Lawrence market spine,road_graph_parse_ready_candidate;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T2-001,MTL,HFX,Montreal,Halifax,-73.57,45.50,-63.58,44.65,T2,regional connector,Atlantic resilience and port access connector,source_needed_constraints;road_graph_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T2-002,WPG,YTH,Winnipeg,Thompson,-97.14,49.90,-97.86,55.74,T2,regional connector,Northern Manitoba access and resilience connector,source_needed_constraints;node_source_needed,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T2-003,CGY,EDM,Calgary,Edmonton,-114.07,51.05,-113.49,53.55,T2,regional connector,Alberta inland distribution connector,source_needed_constraints;road_graph_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T3-001,YVR,PRR,Vancouver,Prince Rupert,-123.12,49.28,-130.32,54.31,T3,access feeder,Pacific secondary port access candidate,node_source_needed;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T3-002,CGY,FTM,Calgary,Fort McMurray,-114.07,51.05,-111.38,56.73,T3,access feeder,Energy and northern production access candidate,node_source_needed;constraint_source_needed,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T3-003,TOR,WDS,Toronto,Windsor,-79.38,43.65,-83.04,42.31,T3,access feeder,Border and industrial access candidate,node_source_needed;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T3-004,MTL,QUE,Montreal,Quebec City,-73.57,45.50,-71.21,46.81,T3,access feeder,St. Lawrence regional access candidate,node_source_needed;need_surface_parse_ready_candidate,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
CAN-HIER-T3-005,HFX,SYD,Halifax,Sydney,-63.58,44.65,-60.19,46.14,T3,access feeder,Atlantic terminal and resilience access candidate,node_source_needed;constraint_source_needed,heuristic-held,not an official Canadian network SLA construction ROI eligibility compliance endorsement or validation claim
