relief_id,acceptance_id,policy_id,route,segment_bundle_id,accepted_required_evidence,relief_decision,blocker_claims_before,blocker_claims_after,blocker_count_before,blocker_count_after,claim_blocker_delta,ledger_replay_status,next_artifact,validation_status
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,I110,US.HWYBUNDLE.D6B01122CB05A1BA,accepted-local-zone-overlay-handoff,relief-ready-for-constraint-ledger-replay,game;incident;publication;sla;transit;upgrade,,6,0,-6,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,I195,US.HWYBUNDLE.F09BBE026AC0506F,accepted-service-overlay-classification,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,I205,US.HWYBUNDLE.23CC0D7CE82B5A66,accepted-local-zone-overlay-handoff,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,I220,US.HWYBUNDLE.3940FBF995BBBC72,accepted-stop-chain-repair-or-demotion,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,I225,US.HWYBUNDLE.04673225D03E1ABF,accepted-local-zone-overlay-handoff,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,I240,US.HWYBUNDLE.A6BC2D367A84A052,accepted-local-zone-overlay-handoff,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,I264,US.HWYBUNDLE.394EF7F995C7F302,accepted-stop-chain-repair-or-demotion,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,I270,US.HWYBUNDLE.3951F9F995CA2C3F,accepted-stop-chain-repair-or-demotion,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,I275,US.HWYBUNDLE.3951F4F995CA23C0,accepted-stop-chain-repair-or-demotion,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,I295,US.HWYBUNDLE.BCBAB11FF37E74DA,accepted-stitched-member-proof-review,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
T2GAMEOPSBUNDLERELIEF-T2GAMEOPSBUNDLEACCEPTT2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,T2GAMEOPSBUNDLEACCEPT-T2GAMEOPSBUNDLEPOLICYT2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,T2GAMEOPSBUNDLEPOLICY-T2GAMEOPSBUNDLEEVIDENCEREVIEWT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,I37,US.HWYBUNDLE.9CCA86DC1043AB18,accepted-stop-chain-repair-or-demotion,relief-ready-for-constraint-ledger-replay,game;incident;publication;upgrade,,4,0,-4,pending-optimizer-constraint-ledger-replay,data/optimizer-constraint-ledger.csv,review
