intake_id,budget_id,subject_id,segment_bundle_id,route,claim_blocker_count,blocked_claims,top_constraint_classes,next_artifacts,constraint_ledger_artifact,intake_status,decision_artifact,validation_status
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLED6B01122CB05A1BA,CB-T2-BUNDLE-USHWYBUNDLED6B01122CB05A1BA,US.HWYBUNDLE.D6B01122CB05A1BA,US.HWYBUNDLE.D6B01122CB05A1BA,I110,1,game;incident;publication;sla;transit;upgrade,asset_condition_debt|game_ops_bundle_binding,data/game/t2-service-overlays.csv;data/tier-pavement-docket.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEF09BBE026AC0506F,CB-T2-BUNDLE-USHWYBUNDLEF09BBE026AC0506F,US.HWYBUNDLE.F09BBE026AC0506F,US.HWYBUNDLE.F09BBE026AC0506F,I195,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE23CC0D7CE82B5A66,CB-T2-BUNDLE-USHWYBUNDLE23CC0D7CE82B5A66,US.HWYBUNDLE.23CC0D7CE82B5A66,US.HWYBUNDLE.23CC0D7CE82B5A66,I205,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3940FBF995BBBC72,CB-T2-BUNDLE-USHWYBUNDLE3940FBF995BBBC72,US.HWYBUNDLE.3940FBF995BBBC72,US.HWYBUNDLE.3940FBF995BBBC72,I220,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE04673225D03E1ABF,CB-T2-BUNDLE-USHWYBUNDLE04673225D03E1ABF,US.HWYBUNDLE.04673225D03E1ABF,US.HWYBUNDLE.04673225D03E1ABF,I225,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEA6BC2D367A84A052,CB-T2-BUNDLE-USHWYBUNDLEA6BC2D367A84A052,US.HWYBUNDLE.A6BC2D367A84A052,US.HWYBUNDLE.A6BC2D367A84A052,I240,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE394EF7F995C7F302,CB-T2-BUNDLE-USHWYBUNDLE394EF7F995C7F302,US.HWYBUNDLE.394EF7F995C7F302,US.HWYBUNDLE.394EF7F995C7F302,I264,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3951F9F995CA2C3F,CB-T2-BUNDLE-USHWYBUNDLE3951F9F995CA2C3F,US.HWYBUNDLE.3951F9F995CA2C3F,US.HWYBUNDLE.3951F9F995CA2C3F,I270,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE3951F4F995CA23C0,CB-T2-BUNDLE-USHWYBUNDLE3951F4F995CA23C0,US.HWYBUNDLE.3951F4F995CA23C0,US.HWYBUNDLE.3951F4F995CA23C0,I275,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DA,CB-T2-BUNDLE-USHWYBUNDLEBCBAB11FF37E74DA,US.HWYBUNDLE.BCBAB11FF37E74DA,US.HWYBUNDLE.BCBAB11FF37E74DA,I295,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE9CCA86DC1043AB18,CB-T2-BUNDLE-USHWYBUNDLE9CCA86DC1043AB18,US.HWYBUNDLE.9CCA86DC1043AB18,US.HWYBUNDLE.9CCA86DC1043AB18,I37,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/national-segment-bundles.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLEC1E1B532E4FE8371,CB-T2-BUNDLE-USHWYBUNDLEC1E1B532E4FE8371,US.HWYBUNDLE.C1E1B532E4FE8371,US.HWYBUNDLE.C1E1B532E4FE8371,I610,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE174D6918A9C2A6B2,CB-T2-BUNDLE-USHWYBUNDLE174D6918A9C2A6B2,US.HWYBUNDLE.174D6918A9C2A6B2,US.HWYBUNDLE.174D6918A9C2A6B2,I635,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
T2GAMEOPSINTAKE-CBT2BUNDLEUSHWYBUNDLE151E853156D7ED4B,CB-T2-BUNDLE-USHWYBUNDLE151E853156D7ED4B,US.HWYBUNDLE.151E853156D7ED4B,US.HWYBUNDLE.151E853156D7ED4B,I664,1,game;incident;publication;upgrade,game_ops_bundle_binding,data/game/t2-service-overlays.csv,data/optimizer-constraint-ledger.csv,decision-needed,data/t2-game-ops-binding-decisions.csv,review
