proof_review_id,artifact_attachment_id,route,candidate_segment_bundle_id,state_scope,source_artifact_reference,review_decision,proof_acceptance_status,candidate_disposition_status,optimization_return_status,review_reason,blocked_claims_before,blocked_claims_after,blocker_delta,next_artifact,validation_status
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBAB11FF37E74DA,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBAB11FF37E74DA,I295,US.HWYBUNDLE.BCBAB11FF37E74DA,FL,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBE8A1FF3821B6C,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCBE8A1FF3821B6C,I295,US.HWYBUNDLE.BCBE8A1FF3821B6C,GA,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26E1FF39294E2,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26E1FF39294E2,I295,US.HWYBUNDLE.BCD26E1FF39294E2,MA,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26A1FF3928E16,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD26A1FF3928E16,I295,US.HWYBUNDLE.BCD26A1FF3928E16,ME,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD64B1FF3964240,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD64B1FF3964240,I295,US.HWYBUNDLE.BCD64B1FF3964240,NJ,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD65E1FF3966289,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCD65E1FF3966289,I295,US.HWYBUNDLE.BCD65E1FF3966289,NY,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCDCA21FF39B41C3,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCDCA21FF39B41C3,I295,US.HWYBUNDLE.BCDCA21FF39B41C3,PA,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCE7541FF3A4C4BE,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCE7541FF3A4C4BE,I295,US.HWYBUNDLE.BCE7541FF3A4C4BE,SC,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCF1861FF3AD6E39,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLEBCBAB11FF37E74DAUSHWYBUNDLEBCF1861FF3AD6E39,I295,US.HWYBUNDLE.BCF1861FF3AD6E39,VA,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
T2STITCHEDREVIEW-T2STITCHEDATTACHT2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4BUSHWYBUNDLE151E853156D7ED4B,T2STITCHEDATTACH-T2STITCHEDSOURCET2STITCHEDPROOFT2STITCHEDACCESST2STITCHEDACQUIRET2STITCHEDEVIDENCET2STITCHEDSELECTT2STITCHEDSPLITT2STITCHEDDECISIONT2STITCHEDSCOPET2STITCHEDREGISTRYHANDOFFT2NATIONALBUNDLEAUDITT2BUNDLEREADINESSREPLAYT2BUNDLEREADINESSEVIDENCET2BUNDLEREADINESSREPAIRT2BUNDLEREADINESST2OVERLAYREPAIRT2GAMEOPSDECISIONT2GAMEOPSINTAKECBT2BUNDLEUSHWYBUNDLE151E853156D7ED4BUSHWYBUNDLE151E853156D7ED4B,I664,US.HWYBUNDLE.151E853156D7ED4B,NC,source-needed,held-no-source-artifact,not-accepted,not-ready-for-disposition,return-to-optimizer-held-known,artifact attachment remains source-needed; proof review cannot accept continuity evidence,game;incident;publication;upgrade,game;incident;publication;upgrade,0,data/tier-optimizer-runs.csv,review
